,ADX,ADX_RB_13,ADX_RB_2,ADX_RB_21,ADX_RB_3,ADX_RB_5,ADX_RB_8,Close_EMA200,EMA15_30,EMA15_30_RB_13,EMA15_30_RB_2,EMA15_30_RB_21,EMA15_30_RB_3,EMA15_30_RB_5,EMA15_30_RB_8,EMA5_20,EMA5_20_RB_short_13,EMA5_20_RB_short_2,EMA5_20_RB_short_3,EMA5_20_RB_short_5,EMA5_20_RB_short_8,RSI_EMA5,RSI_EMA5_RB_13,RSI_EMA5_RB_2,RSI_EMA5_RB_21,RSI_EMA5_RB_3,RSI_EMA5_RB_5,RSI_EMA5_RB_8,RSI_RB_short_13,RSI_RB_short_2,RSI_RB_short_3,RSI_RB_short_5,RSI_RB_short_8,Rolling_EMA30_RB_short_13,Rolling_EMA30_RB_short_2,Rolling_EMA30_RB_short_3,Rolling_EMA30_RB_short_5,Rolling_EMA30_RB_short_8,Rolling_EMA50_RB_13,Rolling_EMA50_RB_2,Rolling_EMA50_RB_21,Rolling_EMA50_RB_3,Rolling_EMA50_RB_5,Rolling_EMA50_RB_8,Stochastic,Stochastic_RB_13,Stochastic_RB_2,Stochastic_RB_21,Stochastic_RB_3,Stochastic_RB_5,Stochastic_RB_8,pred_down_0,pred_down_1,pred_down_2,pred_down_3,pred_down_4,pred_down_5,pred_down_6,pred_down_7,pred_down_8,pred_down_9,pred_down_short_0,pred_down_short_1,pred_down_short_2,pred_down_short_3,pred_down_short_4,pred_down_short_5,pred_down_short_6,pred_down_short_7,pred_down_short_8,pred_down_short_9,pred_up_0,pred_up_1,pred_up_2,pred_up_3,pred_up_4,pred_up_5,pred_up_6,pred_up_7,pred_up_8,pred_up_9,pred_up_short_0,pred_up_short_1,pred_up_short_2,pred_up_short_3,pred_up_short_4,pred_up_short_5,pred_up_short_6,pred_up_short_7,pred_up_short_8,pred_up_short_9,trade_flag,trade_result
10280,32.5607962,24.78615678,31.07946948,18.72293208,30.2318261,29.16846161,34.84142748,-8.125116498,0.215224552,-7.035694029,1.148522429,0.866794691,0.125922187,-1.718223856,-5.09406461,-0.01691483,3.150303109,-0.9258987,-0.913050694,-0.204076384,1.024266716,45.26013987,56.79824881,66.21628552,46.99542473,62.13691828,60.4799527,49.90475651,69.33744222,33.09002433,39.95633188,52.28628231,64.55064194,8.72E-05,6.75E-05,1.25E-05,-0.000151,-0.000231154,-0.002400682,-3.77E-07,-0.010197775,0.000547711,0.000975062,0.00112893,56.79012346,54.06464251,55.94202899,57.37704918,89.56521739,45.9057072,18.01652893,0.099949217,0.115242987,0.157390716,0.147122276,0.113787766,0.205372433,0.406358226,0.484862762,0.546803704,0.5142298,0.297308089,0.490763096,0.701914326,0.796593037,0.813131131,0.848259171,0.919367837,0.935450231,0.950688449,0.940217,0.900050783,0.884757013,0.842609284,0.852877724,0.886212234,0.794627567,0.593641774,0.515137238,0.453196296,0.4857702,0.702691911,0.509236904,0.298085674,0.203406963,0.186868869,0.151740829,0.080632163,0.064549769,0.049311551,0.059783,-1,1
10309,34.59208546,29.26006758,46.52288997,83.06866017,45.60889897,32.71628676,30.26840381,-6.228303378,-0.08630246,-3.838777504,-2.360945863,-10.38356759,-2.423489951,-0.2571124,1.127964045,2.271435937,-2.061787757,1.91618872,1.469306383,-0.065627883,-1.246686906,62.55824539,53.9271772,38.62288856,25.66412694,35.90522712,40.30552291,66.37883683,34.76120138,72.66881029,67.42243437,53.94990366,46.6826061,0.000501105,0.000301227,0.000463865,0.000762811,0.000802014,-8.34E-05,0.000298606,-0.005104656,-3.23E-05,-0.001089877,-0.00114972,81.69014085,72.26277372,42.29195089,50.98272781,7.837837838,5.694444444,61.25603865,0.972116095,0.980785359,0.973250733,0.97096996,0.952824771,0.828135629,0.834220126,0.704409139,0.471005357,0.337899888,0.883461975,0.901941511,0.920110923,0.933950584,0.917534336,0.7954466,0.64803579,0.402177868,0.177889045,0.135500599,0.027883905,0.019214641,0.026749267,0.02903004,0.047175229,0.171864371,0.165779874,0.295590861,0.528994643,0.662100112,0.116538025,0.098058489,0.079889077,0.066049416,0.082465664,0.2045534,0.35196421,0.597822132,0.822110955,0.864499401,1,-1
10333,36.39691993,30.16153566,44.10445334,59.50576534,49.94650403,33.47636191,43.16979256,-9.132806833,-0.263665094,1.040810259,0.984925723,-7.483036119,1.735701841,-0.367138641,-2.088618178,-1.600878554,0.563823865,-0.976356482,-0.526205604,0.08682858,-0.278638278,37.30873258,66.05389403,58.04769148,33.910201,78.23486551,59.98859336,38.45083315,40,29.02985075,33.48382242,41.87279152,35.53895411,-0.000530021,-0.000239952,-0.000348356,-0.000450518,-0.000387928,-0.000380803,-0.000222116,-0.000331176,-0.000233567,0.000781977,0.000487026,5.37815126,70.04830918,40.07155635,24.97712717,89.09090909,95.88173178,1.787709497,0.331232943,0.298193959,0.452737852,0.475333851,0.238844941,0.399729631,0.379238155,0.414464702,0.618543402,0.719934489,0.919895928,0.865748815,0.859753591,0.87002718,0.700679949,0.722557794,0.768745318,0.805896073,0.909134671,0.958922389,0.668767057,0.701806041,0.547262148,0.524666149,0.761155059,0.600270369,0.620761845,0.585535298,0.381456598,0.280065511,0.080104072,0.134251185,0.140246409,0.12997282,0.299320051,0.277442206,0.231254682,0.194103927,0.090865329,0.041077611,-1,1
10375,39.33380998,34.53635588,31.24440614,31.07946948,45.08662385,69.79354592,35.53204077,-4.757487104,0.022093776,0.094455911,-2.512546803,1.148522429,-3.783527766,-4.535786006,-0.717138599,2.252221907,-0.246506716,2.051368214,1.644129615,0.69694218,0.874532504,78.43044753,64.30101039,54.36035171,66.21628552,44.49390381,25.09474468,37.15660113,67.44017404,92.30769231,92.24043716,87.47884941,57.81584582,0.001105759,0.000276631,0.000442852,0.000711752,0.000834744,-0.002269881,0.000556267,-0.003408458,0.000553159,-0.000332642,-0.002714816,97.75474957,74.64788732,94.73684211,55.94202899,61.37071651,47.16088328,3.982300885,0.961543033,0.944575786,0.927552023,0.914968412,0.871431873,0.879401795,0.825221843,0.636113996,0.456457103,0.282308364,0.482928927,0.443699952,0.433214804,0.408659568,0.427220404,0.562047786,0.667901825,0.528060203,0.187110664,0.084850599,0.038456967,0.055424214,0.072447977,0.085031588,0.128568127,0.120598205,0.174778157,0.363886004,0.543542897,0.717691636,0.517071073,0.556300048,0.566785196,0.591340432,0.572779596,0.437952214,0.332098175,0.471939797,0.812889336,0.915149401,1,1
10387,34.7415747,46.32576423,42.76736559,31.93619088,29.914222,38.25149721,62.39800492,-6.498979915,0.256740913,1.046770197,0.572664518,0.161108326,-0.886330514,-3.232962582,-4.187447325,-0.155810582,2.11759568,-0.190799838,-0.05338708,0.484508646,2.080539496,55.06501764,60.34520184,80.59667109,42.72884067,71.62476946,51.37260412,21.01348865,85.50548112,47.49568221,53.30261137,54.47830102,70.11866235,0.000578172,-1.30E-05,-4.00E-05,-8.03E-05,-9.85E-05,-0.002685053,0.000192118,-0.002997372,0.000714006,0.000982575,-0.0004349,23.50157729,29.33810376,86.13728129,50.45731707,95.28301887,83.71710526,27.4906367,0.090735654,0.07666803,0.058351256,0.092141674,0.14748545,0.181079077,0.265883481,0.221717952,0.541976178,0.590330503,0.078415261,0.091590896,0.084164777,0.167044405,0.425105866,0.691571032,0.824091517,0.748793868,0.828683083,0.842167279,0.909264346,0.92333197,0.941648744,0.907858326,0.85251455,0.818920923,0.734116519,0.778282048,0.458023822,0.409669497,0.921584739,0.908409104,0.915835223,0.832955595,0.574894134,0.308428968,0.175908483,0.251206132,0.171316917,0.157832721,1,1
10470,40.30613817,28.71459402,46.29782883,31.24440614,47.1827751,59.71237281,11.70495775,8.624977865,2.215583299,1.707621694,2.551230652,-2.512546803,3.924888045,8.075961364,3.780044468,1.000395728,-1.457262612,1.19782897,0.711217048,-0.601021198,-1.526434569,51.98059826,63.37015439,39.13825984,54.36035171,41.26711817,70.40986253,58.23053601,34.40211241,59.0966123,54.5274027,46.86137751,39.74358974,-6.63E-05,0.000114329,0.000239103,0.000432305,0.000384852,0.007513445,0.000204623,0.009297427,8.36E-05,0.000388629,0.004452668,63.32254585,73.97590361,37.03358209,94.73684211,1.958384333,47.47619048,68.20330969,0.2773222,0.502655374,0.744423062,0.614893355,0.550405658,0.558547543,0.464561927,0.229989208,0.193099385,0.173651966,0.945080062,0.936351568,0.971756134,0.973182393,0.924770063,0.873254912,0.855909731,0.676061445,0.409861019,0.305803981,0.7226778,0.497344626,0.255576938,0.385106645,0.449594342,0.441452457,0.535438073,0.770010792,0.806900615,0.826348034,0.054919938,0.063648432,0.028243866,0.026817607,0.075229937,0.126745088,0.144090269,0.323938555,0.590138981,0.694196019,1,-1
10539,36.12809542,26.77530911,28.25720027,17.10758297,27.9708988,28.29649565,51.62595239,4.735880713,-0.484809902,1.857412098,1.129823351,4.26451414,1.3535931,1.751354687,4.127682284,-1.4283782,0.691070728,-1.332995146,-1.203684735,-1.035146886,-0.53079134,35.93468787,53.60507976,54.692537,60.77227653,47.80091447,40.7638436,79.10338462,67.93349169,25.1198466,30.94170404,43.43612335,49.50298211,-0.000808437,-0.000177526,-0.000268727,-0.000412524,-0.000644092,0.002467589,-0.000528199,0.006417636,-0.000467161,-0.000375363,7.10E-05,11.53846154,51.13268608,34.36692506,70.10816126,62.79569892,25.59618442,88.84120172,0.229878497,0.297944084,0.522911699,0.43296162,0.689267781,0.663780044,0.639105253,0.698756652,0.838063646,0.856302607,0.839654206,0.858604605,0.910860221,0.920884301,0.957261299,0.957240115,0.938744198,0.921545223,0.937680592,0.955589666,0.770121503,0.702055916,0.477088301,0.56703838,0.310732219,0.336219956,0.360894747,0.301243348,0.161936354,0.143697393,0.160345794,0.141395395,0.089139779,0.079115699,0.042738701,0.042759885,0.061255802,0.078454777,0.062319408,0.044410334,-1,1
10735,42.14775474,23.97157277,31.86817039,27.12275379,24.50711217,47.79845415,61.74530905,5.151587708,1.29635498,-1.16153649,0.702255433,-0.072307032,1.556141369,2.463439913,2.094769924,1.023344916,-0.846624755,1.252576641,1.135348008,0.270223121,-0.520051395,57.18642831,48.46183952,37.84832563,42.44131857,46.92264032,63.66275578,73.78497402,29.27170868,64.44444444,69.53455571,59.77653631,33.22834646,0.000286922,9.35E-05,0.000178719,0.000379933,0.000478886,0.003169654,0.000349444,0.001710438,0.000186962,0.000452426,0.001723942,73.17073171,42.94003868,14.76190476,48.14814815,27.96610169,22.55639098,95.9798995,0.463141277,0.602645564,0.63627286,0.476885229,0.338894618,0.24989288,0.26869141,0.121033933,0.101572793,0.117990481,0.953060209,0.939191895,0.921395123,0.914202472,0.870937969,0.808542423,0.77247937,0.648811128,0.407710958,0.372681027,0.536858723,0.397354436,0.36372714,0.523114771,0.661105382,0.75010712,0.73130859,0.878966067,0.898427207,0.882009519,0.046939791,0.060808105,0.078604877,0.085797528,0.129062031,0.191457577,0.22752063,0.351188872,0.592289042,0.627318973,1,-1
10751,31.37414127,30.63455624,44.39595027,48.03974839,42.78446228,35.91827327,44.35618512,1.714451874,0.402315944,1.036813384,1.806506492,-0.843949674,1.396223945,0.608329516,2.451241084,-1.164882946,0.896830305,-0.685947285,-0.333663245,0.33359388,0.482480422,46.05669645,70.04479882,68.67746224,39.90998714,61.04139531,34.9480031,62.19390603,67.88766789,40.73170732,44.55364455,46.93701467,52.13607595,-6.00E-05,-0.000181209,-0.000260834,-0.000352753,-0.000321202,0.002783986,-0.000144965,0.002476003,0.000173749,0.000608352,0.000628938,14.37308869,98.19944598,91.21495327,96.39249639,87.61726079,19.03614458,40.8045977,0.034137117,0.039844998,0.178986278,0.274908686,0.28971702,0.172470219,0.191765107,0.360291415,0.5625971,0.581395532,0.396389786,0.247796022,0.446618807,0.723000206,0.817065899,0.755366628,0.711596581,0.79405639,0.884853047,0.928696165,0.965862883,0.960155002,0.821013722,0.725091314,0.71028298,0.827529781,0.808234893,0.639708585,0.4374029,0.418604468,0.603610214,0.752203978,0.553381193,0.276999794,0.182934101,0.244633372,0.288403419,0.20594361,0.115146953,0.071303835,-1,1
10875,24.88894604,27.34530848,18.77883518,39.93723168,13.62265618,18.85437346,30.23250815,0.805860603,0.907503786,-3.214990436,-0.871941539,-1.453971793,-0.575465893,-1.022562786,-1.044490018,2.509116423,-0.200025741,2.295600783,1.143442827,0.107423086,-0.81376884,59.419734,34.9232586,46.77734176,38.36309182,53.87972956,43.99728764,55.3241865,43.66412214,74.29284526,69.64636542,55.99022005,37.80332056,0.000582135,0.000315328,0.000580283,0.000787537,0.000855536,-0.000501989,0.00048534,-0.003641596,0.000322729,0.000306371,-2.10E-05,72.90322581,17.09511568,40.28340081,39.68253968,62.5,63.38383838,20.82262211,0.899849386,0.853019805,0.873044886,0.870508659,0.764259962,0.766859869,0.674212683,0.599934889,0.311163033,0.183822567,0.925592938,0.939636385,0.942787829,0.920748495,0.873195362,0.822645946,0.730788633,0.650295659,0.324985289,0.068210826,0.100150614,0.146980195,0.126955114,0.129491341,0.235740038,0.233140131,0.325787317,0.400065111,0.688836967,0.816177433,0.074407062,0.060363615,0.057212171,0.079251505,0.126804638,0.177354054,0.269211367,0.349704341,0.675014711,0.931789174,1,-1
10916,29.19790265,17.14878738,16.06831464,29.90030855,9.528970404,35.62599609,26.11583872,9.132750055,2.76371939,-0.999736785,0.535987119,-3.251853303,1.165521497,2.002434067,1.083393659,3.276735915,-0.700844149,2.599382613,2.658496057,1.750263806,0.174920284,66.08235555,44.77443624,45.59166721,32.77234255,48.04536846,56.15000726,61.27114494,48.35164835,68.0777238,66.55359566,59.46704067,47.29927007,0.001289454,0.000412471,0.000555005,0.000946498,0.001325936,0.002846559,0.001056596,0.002118788,0.000925788,0.001112605,0.002431903,94.15781487,52.52525253,66.30727763,30.97686375,31.25628141,63.03317536,70.96774194,0.621952591,0.41703481,0.50811191,0.473790785,0.355471862,0.189851367,0.13733511,0.078493024,0.049981729,0.043600763,0.943860317,0.856973398,0.690946442,0.713450958,0.627991057,0.37431709,0.167179421,0.080107407,0.078241283,0.111610659,0.378047409,0.58296519,0.49188809,0.526209215,0.644528138,0.810148633,0.86266489,0.921506976,0.950018271,0.956399237,0.056139683,0.143026602,0.309053558,0.286549042,0.372008943,0.62568291,0.832820579,0.919892593,0.921758717,0.888389341,1,1
